date,time,subject,blocknum,blockcode,trialnum,trialcode,response,latency,correct,stimulus1,vpcode_hd1
3/9/24,21:27:00,2345,3,SM1Test,14,SM1_T13,0,2800,0,Spaceship,0
3/9/24,21:27:00,2345,3,SM1Test,15,SM1_T14,0,2800,0,Planet,0
3/9/24,21:27:00,2345,3,SM1Test,16,SM1_T15,0,2800,0,Pet,0
3/9/24,21:27:00,2345,3,SM1Test,17,SM1_T16,0,2800,0,Starfish,0
3/9/24,21:27:00,2345,3,SM1Test,18,SM1_T17,0,2800,0,Island,0
3/9/24,21:27:00,2345,3,SM1Test,19,SM1_T18,0,2800,0,Shower,0
3/9/24,21:27:00,2345,3,SM1Test,20,SM1_T19,0,2800,0,Mango,0
3/9/24,21:27:00,2345,3,SM1Test,21,SM1_T20,0,2800,0,Balloon,0
3/9/24,21:27:00,2345,4,Pract_simon1,1,diaIC,200,2519,1,+,0
3/9/24,21:27:00,2345,4,Pract_simon1,2,recIC,208,648,1,+,0
3/9/24,21:27:00,2345,4,Pract_simon1,3,diaCO,Ctrl+'Q',1172,1,+,0
3/10/24,14:19:14,1234,1,SM1Practice,1,achtung,0,1700,0,Attention!,0
3/10/24,14:19:14,1234,1,SM1Practice,2,SM1_P_T1,0,2800,0,Chair,0
3/10/24,14:19:14,1234,1,SM1Practice,3,SM1_P_T2,0,2800,0,Lamp,0
3/10/24,14:19:14,1234,1,SM1Practice,4,SM1_P_T3,0,2800,0,Phone,0
3/10/24,14:19:14,1234,2,SM1Practice_Abr,1,SM1_P_Abr1,sdf,3288,0,Carpet,0
3/10/24,14:19:14,1234,2,SM1Practice_Abr,2,SM1_P_Abr2,asd,941,0,Chair,0
3/10/24,14:19:14,1234,2,SM1Practice_Abr,3,SM1_P_Abr3,asd,980,0,Phone,0
3/10/24,14:19:14,1234,3,SM1Test,1,achtung,0,1700,0,Attention!,0
3/10/24,14:19:14,1234,3,SM1Test,2,SM1_T1,0,2800,0,Angel,0
3/10/24,14:19:14,1234,3,SM1Test,3,SM1_T2,0,2800,0,Marble,0
3/10/24,14:19:14,1234,3,SM1Test,4,SM1_T3,0,2800,0,Leg,0
3/10/24,14:19:14,1234,3,SM1Test,5,SM1_T4,0,2800,0,Wave,0
3/10/24,14:19:14,1234,3,SM1Test,6,SM1_T5,0,2800,0,Atlas,0
3/10/24,14:19:14,1234,3,SM1Test,7,SM1_T6,0,2800,0,Scarf,0
3/10/24,14:19:14,1234,3,SM1Test,8,SM1_T7,0,2800,0,Stew,0
3/10/24,14:19:14,1234,3,SM1Test,9,SM1_T8,0,2800,0,Goalkeeper,0
3/10/24,14:19:14,1234,3,SM1Test,10,SM1_T9,0,2800,0,Cinema,0
3/10/24,14:19:14,1234,3,SM1Test,11,SM1_T10,0,2800,0,Biscuit,0
3/10/24,14:19:14,1234,3,SM1Test,12,SM1_T11,0,2800,0,Maple,0
3/10/24,14:19:14,1234,3,SM1Test,13,SM1_T12,0,2800,0,Compass,0
3/10/24,14:19:14,1234,3,SM1Test,14,SM1_T13,0,2800,0,Spaceship,0
3/10/24,14:19:14,1234,3,SM1Test,15,SM1_T14,0,2800,0,Planet,0
3/10/24,14:19:14,1234,3,SM1Test,16,SM1_T15,0,2800,0,Pet,0
3/10/24,14:19:14,1234,3,SM1Test,17,SM1_T16,0,2800,0,Starfish,0
3/10/24,14:19:14,1234,3,SM1Test,18,SM1_T17,0,2800,0,Island,0
3/10/24,14:19:14,1234,3,SM1Test,19,SM1_T18,0,2800,0,Shower,0
3/10/24,14:19:14,1234,3,SM1Test,20,SM1_T19,0,2800,0,Mango,0
3/10/24,14:19:14,1234,3,SM1Test,21,SM1_T20,0,2800,0,Balloon,0
3/10/24,14:19:14,1234,4,Pract_simon1,1,diaIC,200,1948,1,+,0
3/10/24,14:19:14,1234,4,Pract_simon1,2,recIC,208,1756,1,+,0
3/10/24,14:19:14,1234,4,Pract_simon1,3,recCO,Ctrl+'Q',0,0,+,0
3/11/24,12:45:17,999,1,SM1Practice,1,achtung,0,1700,0,Attention!,0
3/11/24,12:45:17,999,1,SM1Practice,2,SM1_P_T1,0,2800,0,Chair,0
3/11/24,12:45:17,999,1,SM1Practice,3,SM1_P_T2,0,2800,0,Lamp,0
3/11/24,12:45:17,999,1,SM1Practice,4,SM1_P_T3,0,2800,0,Phone,0
3/11/24,12:45:17,999,2,SM1Practice_Abr,1,SM1_P_Abr1,chair,3993,0,Carpet,0
3/11/24,12:45:17,999,2,SM1Practice_Abr,2,SM1_P_Abr2,phone,1738,0,Chair,0
3/11/24,12:45:17,999,2,SM1Practice_Abr,3,SM1_P_Abr3,chair,1433,0,Phone,0
3/11/24,12:45:17,999,3,SM1Test,1,achtung,0,1700,0,Attention!,0
3/11/24,12:45:17,999,3,SM1Test,2,SM1_T1,0,2800,0,Angel,0
3/11/24,12:45:17,999,3,SM1Test,3,SM1_T2,0,2800,0,Marble,0
3/11/24,12:45:17,999,3,SM1Test,4,SM1_T3,0,2800,0,Leg,0
3/11/24,12:45:17,999,3,SM1Test,5,SM1_T4,0,2800,0,Wave,0
3/11/24,12:45:17,999,3,SM1Test,6,SM1_T5,0,2800,0,Atlas,0
3/11/24,12:45:17,999,3,SM1Test,7,SM1_T6,0,2800,0,Scarf,0
3/11/24,12:45:17,999,3,SM1Test,8,SM1_T7,0,2800,0,Stew,0
3/11/24,12:45:17,999,3,SM1Test,9,SM1_T8,0,2800,0,Goalkeeper,0
3/11/24,12:45:17,999,3,SM1Test,10,SM1_T9,0,2800,0,Cinema,0
3/11/24,12:45:17,999,3,SM1Test,11,SM1_T10,0,2800,0,Biscuit,0
3/11/24,12:45:17,999,3,SM1Test,12,SM1_T11,0,2800,0,Maple,0
3/11/24,12:45:17,999,3,SM1Test,13,SM1_T12,0,2800,0,Compass,0
3/11/24,12:45:17,999,3,SM1Test,14,SM1_T13,0,2800,0,Spaceship,0
3/11/24,12:45:17,999,3,SM1Test,15,SM1_T14,0,2800,0,Planet,0
3/11/24,12:45:17,999,3,SM1Test,16,SM1_T15,0,2800,0,Pet,0
3/11/24,12:45:17,999,3,SM1Test,17,SM1_T16,0,2800,0,Starfish,0
3/11/24,12:45:17,999,3,SM1Test,18,SM1_T17,0,2800,0,Island,0
3/11/24,12:45:17,999,3,SM1Test,19,SM1_T18,0,2800,0,Shower,0
3/11/24,12:45:17,999,3,SM1Test,20,SM1_T19,0,2800,0,Mango,0
3/11/24,12:45:17,999,3,SM1Test,21,SM1_T20,0,2800,0,Balloon,0
3/11/24,12:45:17,999,4,Pract_simon1,1,diaCO,200,1399,1,+,0
3/11/24,12:45:17,999,4,Pract_simon1,2,recCO,208,469,1,+,0
3/11/24,12:45:17,999,4,Pract_simon1,3,diaIC,200,342,1,+,0
3/11/24,12:45:17,999,4,Pract_simon1,4,recIC,208,643,1,+,0
3/11/24,12:45:17,999,4,Pract_simon1,5,recCO,208,549,1,+,0
3/11/24,12:45:17,999,4,Pract_simon1,6,diaIC,208,361,0,+,0
3/11/24,12:45:17,999,5,Test_simon1,1,diaIC,200,854,1,+,0
3/11/24,12:45:17,999,5,Test_simon1,2,diaCO,200,507,1,+,0
3/11/24,12:45:17,999,5,Test_simon1,3,recIC,200,387,0,+,0
3/11/24,12:45:17,999,5,Test_simon1,4,recIC,208,514,1,+,0
3/11/24,12:45:17,999,5,Test_simon1,5,recCO,208,580,1,+,0
3/11/24,12:45:17,999,5,Test_simon1,6,diaIC,200,624,1,+,0
3/11/24,12:45:17,999,5,Test_simon1,7,recIC,200,732,0,+,0
3/11/24,12:45:17,999,5,Test_simon1,8,diaIC,208,670,0,+,0
3/11/24,12:45:17,999,5,Test_simon1,9,diaIC,200,536,1,+,0
3/11/24,12:45:17,999,5,Test_simon1,10,diaIC,200,661,1,+,0
3/11/24,12:45:17,999,5,Test_simon1,11,diaCO,200,529,1,+,0
3/11/24,12:45:17,999,5,Test_simon1,12,diaIC,200,649,1,+,0
3/11/24,12:45:17,999,5,Test_simon1,13,recIC,208,645,1,+,0
3/11/24,12:45:17,999,5,Test_simon1,14,recCO,208,631,1,+,0
3/11/24,12:45:17,999,5,Test_simon1,15,diaCO,200,504,1,+,0
3/11/24,12:45:17,999,5,Test_simon1,16,diaCO,200,477,1,+,0
3/11/24,12:45:17,999,5,Test_simon1,17,diaCO,200,547,1,+,0
3/11/24,12:45:17,999,5,Test_simon1,18,diaIC,200,1042,1,+,0
3/11/24,12:45:17,999,5,Test_simon1,19,recCO,208,798,1,+,0
3/11/24,12:45:17,999,5,Test_simon1,20,recIC,208,734,1,+,0
3/11/24,12:45:17,999,5,Test_simon1,21,diaCO,200,636,1,+,0
3/11/24,12:45:17,999,5,Test_simon1,22,recCO,208,578,1,+,0
3/11/24,12:45:17,999,5,Test_simon1,23,recCO,208,457,1,+,0
3/11/24,12:45:17,999,5,Test_simon1,24,recCO,208,387,1,+,0
3/11/24,12:45:17,999,5,Test_simon1,25,recCO,208,170,1,+,0
3/11/24,12:45:17,999,5,Test_simon1,26,recIC,208,841,1,+,0
3/11/24,12:45:17,999,5,Test_simon1,27,recCO,208,317,1,+,0
3/11/24,12:45:17,999,5,Test_simon1,28,recIC,208,500,1,+,0
3/11/24,12:45:17,999,5,Test_simon1,29,diaCO,200,460,1,+,0
3/11/24,12:45:17,999,5,Test_simon1,30,diaCO,200,343,1,+,0
3/11/24,12:45:17,999,5,Test_simon1,31,diaIC,208,760,0,+,0
3/11/24,12:45:17,999,5,Test_simon1,32,diaIC,208,744,0,+,0
3/11/24,12:45:17,999,5,Test_simon1,33,recIC,208,103,1,+,0
3/11/24,12:45:17,999,5,Test_simon1,34,recCO,200,166,0,+,0
3/11/24,12:45:17,999,5,Test_simon1,35,recIC,208,172,1,+,0
3/11/24,12:45:17,999,5,Test_simon1,36,recCO,208,372,1,+,0
3/11/24,12:45:17,999,5,Test_simon1,37,diaCO,200,498,1,+,0
3/11/24,12:45:17,999,5,Test_simon1,38,recIC,200,484,0,+,0
3/11/24,12:45:17,999,5,Test_simon1,39,diaCO,200,606,1,+,0
3/11/24,12:45:17,999,5,Test_simon1,40,recCO,208,902,1,+,0
3/11/24,12:45:17,999,5,Test_simon1,41,diaCO,200,293,1,+,0
3/11/24,12:45:17,999,5,Test_simon1,42,diaCO,200,345,1,+,0
3/11/24,12:45:17,999,5,Test_simon1,43,recCO,208,354,1,+,0
3/11/24,12:45:17,999,5,Test_simon1,44,recIC,200,325,0,+,0
3/11/24,12:45:17,999,5,Test_simon1,45,diaCO,200,332,1,+,0
3/11/24,12:45:17,999,5,Test_simon1,46,recIC,200,278,0,+,0
3/11/24,12:45:17,999,5,Test_simon1,47,recIC,208,19,1,+,0
3/11/24,12:45:17,999,5,Test_simon1,48,recIC,200,381,0,+,0
3/11/24,12:45:17,999,5,Test_simon1,49,recIC,208,335,1,+,0
3/11/24,12:45:17,999,5,Test_simon1,50,diaIC,208,375,0,+,0
3/11/24,12:45:17,999,5,Test_simon1,51,diaCO,200,303,1,+,0
3/11/24,12:45:17,999,5,Test_simon1,52,diaIC,208,304,0,+,0
3/11/24,12:45:17,999,5,Test_simon1,53,diaIC,200,133,1,+,0
3/11/24,12:45:17,999,5,Test_simon1,54,recIC,200,306,0,+,0
3/11/24,12:45:17,999,5,Test_simon1,55,diaIC,200,231,1,+,0
3/11/24,12:45:17,999,5,Test_simon1,56,recCO,200,230,0,+,0
3/11/24,12:45:17,999,5,Test_simon1,57,diaIC,200,276,1,+,0
3/11/24,12:45:17,999,5,Test_simon1,58,diaCO,200,140,1,+,0
3/11/24,12:45:17,999,5,Test_simon1,59,diaCO,200,71,1,+,0
3/11/24,12:45:17,999,5,Test_simon1,60,diaIC,200,104,1,+,0
3/11/24,12:45:17,999,5,Test_simon1,61,recCO,200,59,0,+,0
3/11/24,12:45:17,999,5,Test_simon1,62,recCO,200,257,0,+,0
3/11/24,12:45:17,999,5,Test_simon1,63,recCO,208,26,1,+,0
3/11/24,12:45:17,999,5,Test_simon1,64,diaIC,200,223,1,+,0
3/11/24,12:45:17,999,5,Test_simon1,65,diaIC,208,356,0,+,0
3/11/24,12:45:17,999,5,Test_simon1,66,recCO,200,162,0,+,0
3/11/24,12:45:17,999,5,Test_simon1,67,recIC,200,207,0,+,0
3/11/24,12:45:17,999,5,Test_simon1,68,diaCO,200,147,1,+,0
3/11/24,12:45:17,999,5,Test_simon1,69,recCO,200,1001,0,+,0
3/11/24,12:45:17,999,5,Test_simon1,70,recIC,200,1063,0,+,0
3/11/24,12:45:17,999,5,Test_simon1,71,diaCO,208,206,0,+,0
3/11/24,12:45:17,999,5,Test_simon1,72,diaIC,200,149,1,+,0
3/11/24,12:45:17,999,5,Test_simon1,73,diaIC,200,1927,1,+,0
3/11/24,12:45:17,999,5,Test_simon1,74,recIC,200,608,0,+,0
3/11/24,12:45:17,999,5,Test_simon1,75,diaIC,200,265,1,+,0
3/11/24,12:45:17,999,5,Test_simon1,76,diaCO,200,29,1,+,0
3/11/24,12:45:17,999,5,Test_simon1,77,diaIC,200,330,1,+,0
3/11/24,12:45:17,999,5,Test_simon1,78,diaIC,208,241,0,+,0
3/11/24,12:45:17,999,5,Test_simon1,79,recIC,200,606,0,+,0
3/11/24,12:45:17,999,5,Test_simon1,80,recIC,200,612,0,+,0
3/11/24,12:45:17,999,6,SM1Test_Abr,1,SM1_Abr1,Bear,2402,0,Ocean,0
3/11/24,12:45:17,999,6,SM1Test_Abr,2,SM1_Abr2,Tesgt,2416,0,Pet,0
3/11/24,12:45:17,999,6,SM1Test_Abr,3,SM1_Abr3,fkpkfoef,1268,0,Shower,0
3/11/24,12:45:17,999,6,SM1Test_Abr,4,SM1_Abr4,ekofwkfok,597,0,Spaceship,0
3/11/24,12:45:17,999,6,SM1Test_Abr,5,SM1_Abr5,owfkw,281,0,Leg,0
3/11/24,12:45:17,999,6,SM1Test_Abr,6,SM1_Abr6,ewfewf,339,0,Goalkeeper,0
3/11/24,12:45:17,999,6,SM1Test_Abr,7,SM1_Abr7,,61,0,Scarf,0
3/11/24,12:45:17,999,6,SM1Test_Abr,8,SM1_Abr8,f,73,0,Atlas,0
3/11/24,12:45:17,999,6,SM1Test_Abr,9,SM1_Abr9,,52,0,Tennis,0
3/11/24,12:45:17,999,6,SM1Test_Abr,10,SM1_Abr10,,61,0,Bag,0
3/11/24,12:45:17,999,6,SM1Test_Abr,11,SM1_Abr11,,59,0,Field,0
3/11/24,12:45:17,999,6,SM1Test_Abr,12,SM1_Abr12,ewf,71,0,Pool,0
3/11/24,12:45:17,999,6,SM1Test_Abr,13,SM1_Abr13,f,54,0,Towel,0
3/11/24,12:45:17,999,6,SM1Test_Abr,14,SM1_Abr14,ewf,82,0,Island,0
3/11/24,12:45:17,999,6,SM1Test_Abr,15,SM1_Abr15,few,80,0,Bicycle,0
3/11/24,12:45:17,999,6,SM1Test_Abr,16,SM1_Abr16,,78,0,Chimney,0
3/11/24,12:45:17,999,6,SM1Test_Abr,17,SM1_Abr17,,97,0,Acorn,0
3/11/24,12:45:17,999,6,SM1Test_Abr,18,SM1_Abr18,,97,0,Mango,0
3/11/24,12:45:17,999,6,SM1Test_Abr,19,SM1_Abr19,,68,0,Planet,0
3/11/24,12:45:17,999,6,SM1Test_Abr,20,SM1_Abr20,f,220,0,Bird,0
3/12/24,20:11:52,000,1,SM1Practice,1,achtung,0,1700,0,Attention!,0
3/12/24,20:11:52,000,1,SM1Practice,2,SM1_P_T1,0,2800,0,Chair,0
3/12/24,20:11:52,000,1,SM1Practice,3,SM1_P_T2,0,2800,0,Lamp,0
3/12/24,20:11:52,000,1,SM1Practice,4,SM1_P_T3,0,2800,0,Phone,0
3/12/24,20:11:52,000,2,SM1Practice_Abr,1,SM1_P_Abr1,Lamp,8930,1,Carpet,0
3/12/24,20:11:52,000,2,SM1Practice_Abr,2,SM1_P_Abr2,Window,20514,1,Chair,0
3/12/24,20:11:52,000,2,SM1Practice_Abr,3,SM1_P_Abr3,Rock,3869,1,Phone,0
3/12/24,20:11:52,000,3,SM1Test,1,achtung,0,1700,0,Attention!,0
3/12/24,20:11:52,000,3,SM1Test,2,SM1_T1,0,2800,0,Angel,0
3/12/24,20:11:52,000,3,SM1Test,3,SM1_T2,0,2800,0,Marble,0
3/12/24,20:11:52,000,3,SM1Test,4,SM1_T3,0,2800,0,Leg,0
3/12/24,20:11:52,000,3,SM1Test,5,SM1_T4,0,2800,0,Wave,0
3/12/24,20:11:52,000,3,SM1Test,6,SM1_T5,0,2800,0,Atlas,0
3/12/24,20:11:52,000,3,SM1Test,7,SM1_T6,0,2800,0,Scarf,0
3/12/24,20:11:52,000,3,SM1Test,8,SM1_T7,0,2800,0,Stew,0
3/12/24,20:11:52,000,3,SM1Test,9,SM1_T8,0,2800,0,Goalkeeper,0
3/12/24,20:11:52,000,3,SM1Test,10,SM1_T9,0,2800,0,Cinema,0
3/12/24,20:11:52,000,3,SM1Test,11,SM1_T10,0,2800,0,Biscuit,0
3/12/24,20:11:52,000,3,SM1Test,12,SM1_T11,0,2800,0,Maple,0
3/12/24,20:11:52,000,3,SM1Test,13,SM1_T12,0,2800,0,Compass,0
3/12/24,20:11:52,000,3,SM1Test,14,SM1_T13,0,2800,0,Spaceship,0
3/12/24,20:11:52,000,3,SM1Test,15,SM1_T14,0,2800,0,Planet,0
3/12/24,20:11:52,000,3,SM1Test,16,SM1_T15,0,2800,0,Pet,0
3/12/24,20:11:52,000,3,SM1Test,17,SM1_T16,0,2800,0,Starfish,0
3/12/24,20:11:52,000,3,SM1Test,18,SM1_T17,0,2800,0,Island,0
3/12/24,20:11:52,000,3,SM1Test,19,SM1_T18,0,2800,0,Shower,0
3/12/24,20:11:52,000,3,SM1Test,20,SM1_T19,0,2800,0,Mango,0
3/12/24,20:11:52,000,3,SM1Test,21,SM1_T20,0,2800,0,Balloon,0
3/12/24,20:11:52,000,4,Pract_simon1,1,diaIC,208,2282,0,+,0
3/12/24,20:11:52,000,4,Pract_simon1,2,diaCO,200,2793,1,+,0
3/12/24,20:11:52,000,4,Pract_simon1,3,diaIC,200,1883,1,+,0
3/12/24,20:11:52,000,4,Pract_simon1,4,recIC,208,922,1,+,0
3/12/24,20:11:52,000,4,Pract_simon1,5,recCO,208,1842,1,+,0
3/12/24,20:11:52,000,4,Pract_simon1,6,diaCO,200,635,1,+,0
3/12/24,20:11:52,000,5,Test_simon1,1,diaIC,200,684,1,+,0
3/12/24,20:11:52,000,5,Test_simon1,2,diaCO,200,534,1,+,0
3/12/24,20:11:52,000,5,Test_simon1,3,recIC,208,543,1,+,0
3/12/24,20:11:52,000,5,Test_simon1,4,recIC,208,1048,1,+,0
3/12/24,20:11:52,000,5,Test_simon1,5,recCO,208,658,1,+,0
3/12/24,20:11:52,000,5,Test_simon1,6,diaIC,200,621,1,+,0
3/12/24,20:11:52,000,5,Test_simon1,7,recIC,208,474,1,+,0
3/12/24,20:11:52,000,5,Test_simon1,8,diaIC,200,1061,1,+,0
3/12/24,20:11:52,000,5,Test_simon1,9,diaIC,200,583,1,+,0
3/12/24,20:11:52,000,5,Test_simon1,10,diaIC,200,638,1,+,0
3/12/24,20:11:52,000,5,Test_simon1,11,diaCO,200,562,1,+,0
3/12/24,20:11:52,000,5,Test_simon1,12,diaIC,200,530,1,+,0
3/12/24,20:11:52,000,5,Test_simon1,13,recIC,208,883,1,+,0
3/12/24,20:11:52,000,5,Test_simon1,14,recCO,208,1532,1,+,0
3/12/24,20:11:52,000,5,Test_simon1,15,diaCO,200,627,1,+,0
3/12/24,20:11:52,000,5,Test_simon1,16,diaCO,200,488,1,+,0
3/12/24,20:11:52,000,5,Test_simon1,17,diaCO,200,426,1,+,0
3/12/24,20:11:52,000,5,Test_simon1,18,diaIC,200,623,1,+,0
3/12/24,20:11:52,000,5,Test_simon1,19,recCO,208,1020,1,+,0
3/12/24,20:11:52,000,5,Test_simon1,20,recIC,208,473,1,+,0
3/12/24,20:11:52,000,5,Test_simon1,21,diaCO,200,444,1,+,0
3/12/24,20:11:52,000,5,Test_simon1,22,recCO,200,672,0,+,0
3/12/24,20:11:52,000,5,Test_simon1,23,recCO,208,602,1,+,0
3/12/24,20:11:52,000,5,Test_simon1,24,recCO,208,368,1,+,0
3/12/24,20:11:52,000,5,Test_simon1,25,recCO,208,344,1,+,0
3/12/24,20:11:52,000,5,Test_simon1,26,recIC,208,608,1,+,0
3/12/24,20:11:52,000,5,Test_simon1,27,recCO,208,382,1,+,0
3/12/24,20:11:52,000,5,Test_simon1,28,recIC,208,541,1,+,0
3/12/24,20:11:52,000,5,Test_simon1,29,diaCO,200,421,1,+,0
3/12/24,20:11:52,000,5,Test_simon1,30,diaCO,200,419,1,+,0
3/12/24,20:11:52,000,5,Test_simon1,31,diaIC,208,360,0,+,0
3/12/24,20:11:52,000,5,Test_simon1,32,diaIC,200,496,1,+,0
3/12/24,20:11:52,000,5,Test_simon1,33,recIC,208,803,1,+,0
3/12/24,20:11:52,000,5,Test_simon1,34,recCO,208,359,1,+,0
3/12/24,20:11:52,000,5,Test_simon1,35,recIC,208,376,1,+,0
3/12/24,20:11:52,000,5,Test_simon1,36,recCO,208,391,1,+,0
3/12/24,20:11:52,000,5,Test_simon1,37,diaCO,200,557,1,+,0
3/12/24,20:11:52,000,5,Test_simon1,38,recIC,208,765,1,+,0
3/12/24,20:11:52,000,5,Test_simon1,39,diaCO,200,1140,1,+,0
3/12/24,20:11:52,000,5,Test_simon1,40,recCO,208,523,1,+,0
3/12/24,20:11:52,000,5,Test_simon1,41,diaCO,200,468,1,+,0
3/12/24,20:11:52,000,5,Test_simon1,42,diaCO,200,400,1,+,0
3/12/24,20:11:52,000,5,Test_simon1,43,recCO,208,502,1,+,0
3/12/24,20:11:52,000,5,Test_simon1,44,recIC,208,640,1,+,0
3/12/24,20:11:52,000,5,Test_simon1,45,diaCO,208,204,0,+,0
3/12/24,20:11:52,000,5,Test_simon1,46,recIC,208,594,1,+,0
3/12/24,20:11:52,000,5,Test_simon1,47,recIC,208,488,1,+,0
3/12/24,20:11:52,000,5,Test_simon1,48,recIC,208,458,1,+,0
3/12/24,20:11:52,000,5,Test_simon1,49,recIC,208,406,1,+,0
3/12/24,20:11:52,000,5,Test_simon1,50,diaIC,200,764,1,+,0
3/12/24,20:11:52,000,5,Test_simon1,51,diaCO,200,635,1,+,0
3/12/24,20:11:52,000,5,Test_simon1,52,diaIC,200,632,1,+,0
3/12/24,20:11:52,000,5,Test_simon1,53,diaIC,200,613,1,+,0
3/12/24,20:11:52,000,5,Test_simon1,54,recIC,200,401,0,+,0
3/12/24,20:11:52,000,5,Test_simon1,55,diaIC,200,656,1,+,0
3/12/24,20:11:52,000,5,Test_simon1,56,recCO,208,451,1,+,0
3/12/24,20:11:52,000,5,Test_simon1,57,diaIC,200,608,1,+,0
3/12/24,20:11:52,000,5,Test_simon1,58,diaCO,200,637,1,+,0
3/12/24,20:11:52,000,5,Test_simon1,59,diaCO,200,1657,1,+,0
3/12/24,20:11:52,000,5,Test_simon1,60,diaIC,200,538,1,+,0
3/12/24,20:11:52,000,5,Test_simon1,61,recCO,208,562,1,+,0
3/12/24,20:11:52,000,5,Test_simon1,62,recCO,208,554,1,+,0
3/12/24,20:11:52,000,5,Test_simon1,63,recCO,208,489,1,+,0
3/12/24,20:11:52,000,5,Test_simon1,64,diaIC,200,691,1,+,0
3/12/24,20:11:52,000,5,Test_simon1,65,diaIC,200,717,1,+,0
3/12/24,20:11:52,000,5,Test_simon1,66,recCO,208,566,1,+,0
3/12/24,20:11:52,000,5,Test_simon1,67,recIC,208,630,1,+,0
3/12/24,20:11:52,000,5,Test_simon1,68,diaCO,200,586,1,+,0
3/12/24,20:11:52,000,5,Test_simon1,69,recCO,208,825,1,+,0
3/12/24,20:11:52,000,5,Test_simon1,70,recIC,208,574,1,+,0
3/12/24,20:11:52,000,5,Test_simon1,71,diaCO,200,540,1,+,0
3/12/24,20:11:52,000,5,Test_simon1,72,diaIC,200,565,1,+,0
3/12/24,20:11:52,000,5,Test_simon1,73,diaIC,200,563,1,+,0
3/12/24,20:11:52,000,5,Test_simon1,74,recIC,208,667,1,+,0
3/12/24,20:11:52,000,5,Test_simon1,75,diaIC,200,854,1,+,0
3/12/24,20:11:52,000,5,Test_simon1,76,diaCO,200,513,1,+,0
3/12/24,20:11:52,000,5,Test_simon1,77,diaIC,200,699,1,+,0
3/12/24,20:11:52,000,5,Test_simon1,78,diaIC,200,453,1,+,0
3/12/24,20:11:52,000,5,Test_simon1,79,recIC,208,457,1,+,0
3/12/24,20:11:52,000,5,Test_simon1,80,recIC,208,581,1,+,0
3/12/24,20:11:52,000,6,SM1Test_Abr,1,SM1_Abr1,biscuit,17723,0,Ocean,0
3/12/24,20:11:52,000,6,SM1Test_Abr,2,SM1_Abr2,lip,6121,1,Pet,0
3/12/24,20:11:52,000,6,SM1Test_Abr,3,SM1_Abr3,kitchen,17194,0,Shower,0
3/12/24,20:11:52,000,6,SM1Test_Abr,4,SM1_Abr4,shower,10199,0,Spaceship,0
3/12/24,20:11:52,000,6,SM1Test_Abr,5,SM1_Abr5,plant,9926,0,Leg,0
3/12/24,20:11:52,000,6,SM1Test_Abr,6,SM1_Abr6,kingdom,7010,0,Goalkeeper,0
3/12/24,20:11:52,000,6,SM1Test_Abr,7,SM1_Abr7,sock,15287,0,Scarf,0
3/12/24,20:11:52,000,6,SM1Test_Abr,8,SM1_Abr8,mirror,5890,1,Atlas,0
