date,time,subject,blocknum,blockcode,trialnum,trialcode,response,correct,latency,stimulus1
4/12/24,16:57:06,046,5,test_nc1,5,blank6,0,0,1141,0
4/12/24,16:57:06,046,5,test_nc1,6,numb_comp1,38,0,2128,167390            167390
4/12/24,16:57:06,046,5,test_nc1,7,blank3,0,0,788,0
4/12/24,16:57:06,046,5,test_nc1,8,numb_comp1,38,0,3415,3373597617            3373597617
4/12/24,16:57:06,046,5,test_nc1,9,blank6,0,0,1141,0
4/12/24,16:57:06,046,5,test_nc1,10,numb_comp1,38,0,842,869            869
4/12/24,16:57:06,046,5,test_nc1,11,blank10,0,0,1612,0
4/12/24,16:57:06,046,5,test_nc1,12,numb_comp1,38,0,4004,946154158            946154158
4/12/24,16:57:06,046,5,test_nc1,13,blank5,0,0,1024,0
4/12/24,16:57:06,046,5,test_nc1,14,numb_comp1,30,0,2843,744597632877            744598742877
4/12/24,16:57:06,046,5,test_nc1,15,blank10,0,0,1612,0
4/12/24,16:57:06,046,5,test_nc1,16,numb_comp1,38,0,2090,7433615            7432515
4/12/24,16:57:06,046,5,test_nc1,17,blank8,0,0,1376,0
4/12/24,16:57:06,046,5,test_nc1,18,numb_comp1,30,0,3562,76672            76572
4/12/24,16:57:06,046,5,test_nc1,19,blank8,0,0,1376,0
4/12/24,16:57:06,046,5,test_nc1,20,numb_comp1,38,0,2900,63038506            63038506
4/12/24,16:57:06,046,5,test_nc1,21,blank4,0,0,906,0
4/12/24,16:57:06,046,5,test_nc1,22,numb_comp1,38,0,6870,338242381215            338242381215
4/12/24,16:57:06,046,5,test_nc1,23,blank5,0,0,1024,0
4/12/24,16:57:06,046,5,test_nc1,24,numb_comp1,30,0,3764,17093622            17092522
4/12/24,16:57:06,046,5,test_nc1,25,blank9,0,0,1494,0
4/12/24,16:57:06,046,5,test_nc1,26,numb_comp1,30,0,2865,89994            89984
4/12/24,16:57:06,046,5,test_nc1,27,blank4,0,0,906,0
4/12/24,16:57:06,046,5,test_nc1,28,numb_comp1,30,0,2349,8946221            8946111
4/12/24,16:57:06,046,5,test_nc1,29,blank6,0,0,1141,0
4/12/24,16:57:06,046,5,test_nc1,30,numb_comp1,30,0,2284,411205238            412315238
4/12/24,16:57:06,046,5,test_nc1,31,blank1,0,0,553,0
4/12/24,16:57:06,046,5,test_nc1,32,numb_comp1,30,0,1391,160            161
4/12/24,16:57:06,046,5,test_nc1,33,blank10,0,0,1612,0
4/12/24,16:57:06,046,5,test_nc1,34,numb_comp1,38,0,3427,96680137317            96680137317
4/12/24,16:57:06,046,5,test_nc1,35,blank7,0,0,1259,0
4/12/24,16:57:06,046,5,test_nc1,36,numb_comp1,38,0,3887,100453190            100453190
4/12/24,16:57:06,046,5,test_nc1,37,blank7,0,0,1259,0
4/12/24,16:57:06,046,5,test_nc1,38,numb_comp1,30,0,4913,3633616033            3633627133
4/12/24,16:57:06,046,5,test_nc1,39,blank8,0,0,1376,0
4/12/24,16:57:06,046,5,test_nc1,40,numb_comp1,38,0,4914,674722052809            674722052809
4/12/24,16:57:06,046,5,test_nc1,41,blank4,0,0,906,0
4/12/24,16:57:06,046,5,test_nc1,42,numb_comp1,30,0,3127,4803720325            4802610325
4/12/24,16:57:06,046,5,test_nc1,43,blank3,0,0,788,0
4/12/24,16:57:06,046,5,test_nc1,44,numb_comp1,30,0,2045,98514271399            98403271399
4/12/24,16:57:06,046,5,test_nc1,45,blank3,0,0,788,0
4/12/24,16:57:06,046,5,test_nc1,46,numb_comp1,38,0,5632,4194957            4194957
4/12/24,16:57:06,046,5,test_nc1,47,blank3,0,0,788,0
4/12/24,16:57:06,046,5,test_nc1,48,numb_comp1,38,0,2076,79948            79948
4/12/24,16:57:06,046,5,test_nc1,49,blank1,0,0,553,0
4/12/24,16:57:06,046,5,test_nc1,50,numb_comp1,30,0,1384,754            755
4/12/24,16:57:06,046,5,test_nc1,51,blank8,0,0,1376,0
4/12/24,16:57:06,046,5,test_nc1,52,numb_comp1,30,0,5020,6841            6851
4/12/24,16:57:06,046,5,test_nc1,53,blank4,0,0,906,0
4/12/24,16:57:06,046,5,test_nc1,54,numb_comp1,30,0,6142,951448201163            951448201173
4/12/24,16:57:06,046,5,test_nc1,55,blank2,0,0,671,0
4/12/24,16:57:06,046,5,test_nc1,56,numb_comp1,38,0,1586,8662            8662
4/12/24,16:57:06,046,5,test_nc1,57,blank7,0,0,1259,0
4/12/24,16:57:06,046,5,test_nc1,58,numb_comp1,38,0,1475,851            851
4/12/24,16:57:06,046,5,test_nc1,59,blank10,0,0,1612,0
4/12/24,16:57:06,046,5,test_nc1,60,numb_comp1,30,0,1939,63032049608            63020949608
4/12/24,16:57:06,046,5,test_nc1,61,blank2,0,0,671,0
4/12/24,16:57:06,046,5,test_nc1,62,numb_comp1,38,0,1791,7379311            7379311
4/12/24,16:57:06,046,5,test_nc1,63,blank5,0,0,1024,0
4/12/24,16:57:06,046,5,test_nc1,64,numb_comp1,30,0,2675,996663            996553
4/12/24,16:57:06,046,5,test_nc1,65,blank5,0,0,1024,0
4/12/24,16:57:06,046,5,test_nc1,66,numb_comp1,30,0,3920,21153530            21153420
4/12/24,16:57:06,046,5,test_nc1,67,blank2,0,0,671,0
4/12/24,16:57:06,046,5,test_nc1,68,numb_comp1,38,0,1513,9013            9013
4/12/24,16:57:06,046,5,test_nc1,69,blank9,0,0,1494,0
4/12/24,16:57:06,046,5,test_nc1,70,numb_comp1,38,0,4860,92389075844            92389075844
4/12/24,16:57:06,046,5,test_nc1,71,blank2,0,0,671,0
4/12/24,16:57:06,046,5,test_nc1,72,numb_comp1,30,0,2166,6318            6418
4/12/24,16:57:06,046,5,test_nc1,73,blank9,0,0,1494,0
4/12/24,16:57:06,046,5,test_nc1,74,numb_comp1,38,0,1791,62056            62056
4/12/24,16:57:06,046,5,test_nc1,75,blank1,0,0,553,0
4/12/24,16:57:06,046,5,test_nc1,76,numb_comp1,30,0,3933,168659794            168660904
4/12/24,16:57:06,046,5,test_nc1,77,blank9,0,0,1494,0
4/12/24,16:57:06,046,5,test_nc1,78,numb_comp1,38,0,1731,658697            658697
4/12/24,16:57:06,046,5,test_nc1,79,blank6,0,0,1141,0
4/12/24,16:57:06,046,5,test_nc1,80,numb_comp1,38,0,3925,2243565304            2243565304
4/12/24,16:57:06,046,6,test_nc2,1,blank_1st,0,0,1500,0
4/12/24,16:57:06,046,6,test_nc2,2,numb_comp2,30,0,2870,610459            611559
4/12/24,16:57:06,046,6,test_nc2,3,blank6,0,0,1141,0
4/12/24,16:57:06,046,6,test_nc2,4,numb_comp2,38,0,1631,75538            75538
4/12/24,16:57:06,046,6,test_nc2,5,blank5,0,0,1024,0
4/12/24,16:57:06,046,6,test_nc2,6,numb_comp2,38,0,2633,2089            2089
4/12/24,16:57:06,046,6,test_nc2,7,blank9,0,0,1494,0
4/12/24,16:57:06,046,6,test_nc2,8,numb_comp2,38,0,2742,155121            155121
4/12/24,16:57:06,046,6,test_nc2,9,blank4,0,0,906,0
4/12/24,16:57:06,046,6,test_nc2,10,numb_comp2,38,0,1863,1981094            1981094
4/12/24,16:57:06,046,6,test_nc2,11,blank1,0,0,553,0
4/12/24,16:57:06,046,6,test_nc2,12,numb_comp2,30,0,2988,69960347            69960457
4/12/24,16:57:06,046,6,test_nc2,13,blank3,0,0,788,0
4/12/24,16:57:06,046,6,test_nc2,14,numb_comp2,30,0,3174,29792117073            29792105973
4/12/24,16:57:06,046,6,test_nc2,15,blank9,0,0,1494,0
4/12/24,16:57:06,046,6,test_nc2,16,numb_comp2,38,0,2276,278233            278233
4/12/24,16:57:06,046,6,test_nc2,17,blank2,0,0,671,0
4/12/24,16:57:06,046,6,test_nc2,18,numb_comp2,30,0,1514,24068            24168
4/12/24,16:57:06,046,6,test_nc2,19,blank4,0,0,906,0
4/12/24,16:57:06,046,6,test_nc2,20,numb_comp2,38,0,3558,4215469941            4215469941
4/12/24,16:57:06,046,6,test_nc2,21,blank1,0,0,553,0
4/12/24,16:57:06,046,6,test_nc2,22,numb_comp2,38,0,6658,897529167144            897529167144
4/12/24,16:57:06,046,6,test_nc2,23,blank8,0,0,1376,0
4/12/24,16:57:06,046,6,test_nc2,24,numb_comp2,38,0,5043,391317180            391317180
4/12/24,16:57:06,046,6,test_nc2,25,blank2,0,0,671,0
4/12/24,16:57:06,046,6,test_nc2,26,numb_comp2,30,0,1197,696            695
4/12/24,16:57:06,046,6,test_nc2,27,blank6,0,0,1141,0
4/12/24,16:57:06,046,6,test_nc2,28,numb_comp2,30,0,2485,9450584455            9461684455
4/12/24,16:57:06,046,6,test_nc2,29,blank6,0,0,1141,0
4/12/24,16:57:06,046,6,test_nc2,30,numb_comp2,30,0,3101,619165564            619164454
4/12/24,16:57:06,046,6,test_nc2,31,blank1,0,0,553,0
4/12/24,16:57:06,046,6,test_nc2,32,numb_comp2,38,0,4246,762115347            762115347
4/12/24,16:57:06,046,6,test_nc2,33,blank10,0,0,1612,0
4/12/24,16:57:06,046,6,test_nc2,34,numb_comp2,30,0,2202,8197739            8197849
4/12/24,16:57:06,046,6,test_nc2,35,blank2,0,0,671,0
4/12/24,16:57:06,046,6,test_nc2,36,numb_comp2,38,0,2235,92739            92739
4/12/24,16:57:06,046,6,test_nc2,37,blank6,0,0,1141,0
4/12/24,16:57:06,046,6,test_nc2,38,numb_comp2,30,0,1695,55824            55834
4/12/24,16:57:06,046,6,test_nc2,39,blank10,0,0,1612,0
4/12/24,16:57:06,046,6,test_nc2,40,numb_comp2,38,0,3837,6168121946            6168121946
4/12/24,16:57:06,046,6,test_nc2,41,blank10,0,0,1612,0
4/12/24,16:57:06,046,6,test_nc2,42,numb_comp2,30,0,1474,1048            1038
4/12/24,16:57:06,046,6,test_nc2,43,blank4,0,0,906,0
4/12/24,16:57:06,046,6,test_nc2,44,numb_comp2,38,0,3816,16761296358            16761296358
4/12/24,16:57:06,046,6,test_nc2,45,blank3,0,0,788,0
4/12/24,16:57:06,046,6,test_nc2,46,numb_comp2,30,0,3177,628605363062            628605473062
4/12/24,16:57:06,046,6,test_nc2,47,blank9,0,0,1494,0
4/12/24,16:57:06,046,6,test_nc2,48,numb_comp2,30,0,4430,657973458            657962358
4/12/24,16:57:06,046,6,test_nc2,49,blank1,0,0,553,0
4/12/24,16:57:06,046,6,test_nc2,50,numb_comp2,38,0,4966,74246568316            74246568316
4/12/24,16:57:06,046,6,test_nc2,51,blank8,0,0,1376,0
4/12/24,16:57:06,046,6,test_nc2,52,numb_comp2,38,0,990,482            482
4/12/24,16:57:06,046,6,test_nc2,53,blank7,0,0,1259,0
4/12/24,16:57:06,046,6,test_nc2,54,numb_comp2,30,0,5913,904679492412            904679492402
4/12/24,16:57:06,046,6,test_nc2,55,blank3,0,0,788,0
4/12/24,16:57:06,046,6,test_nc2,56,numb_comp2,38,0,4281,18676209            18676209
4/12/24,16:57:06,046,6,test_nc2,57,blank3,0,0,788,0
4/12/24,16:57:06,046,6,test_nc2,58,numb_comp2,30,0,3046,87791454            87792554
4/12/24,16:57:06,046,6,test_nc2,59,blank7,0,0,1259,0
4/12/24,16:57:06,046,6,test_nc2,60,numb_comp2,38,0,1307,146            146
4/12/24,16:57:06,046,6,test_nc2,61,blank4,0,0,906,0
4/12/24,16:57:06,046,6,test_nc2,62,numb_comp2,30,0,2263,444008            444118
4/12/24,16:57:06,046,6,test_nc2,63,blank8,0,0,1376,0
4/12/24,16:57:06,046,6,test_nc2,64,numb_comp2,38,0,2569,22308208            22308208
4/12/24,16:57:06,046,6,test_nc2,65,blank5,0,0,1024,0
4/12/24,16:57:06,046,6,test_nc2,66,numb_comp2,38,0,2676,4334416            4334416
4/12/24,16:57:06,046,6,test_nc2,67,blank7,0,0,1259,0
4/12/24,16:57:06,046,6,test_nc2,68,numb_comp2,30,0,2992,7648791            7649891
4/12/24,16:57:06,046,6,test_nc2,69,blank7,0,0,1259,0
4/12/24,16:57:06,046,6,test_nc2,70,numb_comp2,30,0,4639,802            801
4/12/24,16:57:06,046,6,test_nc2,71,blank8,0,0,1376,0
4/12/24,16:57:06,046,6,test_nc2,72,numb_comp2,30,0,1676,3980            3880
4/12/24,16:57:06,046,6,test_nc2,73,blank10,0,0,1612,0
4/12/24,16:57:06,046,6,test_nc2,74,numb_comp2,30,0,4324,6875766673            6876876673
4/12/24,16:57:06,046,6,test_nc2,75,blank9,0,0,1494,0
4/12/24,16:57:06,046,6,test_nc2,76,numb_comp2,38,0,3193,7321            7321
4/12/24,16:57:06,046,6,test_nc2,77,blank2,0,0,671,0
4/12/24,16:57:06,046,6,test_nc2,78,numb_comp2,30,0,1952,58891903224            59002903224
4/12/24,16:57:06,046,6,test_nc2,79,blank5,0,0,1024,0
4/12/24,16:57:06,046,6,test_nc2,80,numb_comp2,38,0,4789,656607640290            656607640290
4/12/24,16:57:06,046,7,SMf1_Abr,1,SMf_Abr12,SMf_Pos3,0,5530,
4/12/24,16:57:06,046,7,SMf1_Abr,2,SMf_Abr2,SMf_Pos10,0,1530,
4/12/24,16:57:06,046,7,SMf1_Abr,3,SMf_Abr4,k14,0,3802,b
4/12/24,16:57:06,046,7,SMf1_Abr,4,SMf_Abr3,c11,0,2891,b
4/12/24,16:57:06,046,7,SMf1_Abr,5,SMf_Abr8,SMf_Pos3,0,1426,
4/12/24,16:57:06,046,7,SMf1_Abr,6,SMf_Abr6,x20,0,2463,b
4/12/24,16:57:06,046,7,SMf1_Abr,7,SMf_Abr1,q17,0,1592,b
4/12/24,16:57:06,046,7,SMf1_Abr,8,SMf_Abr10,SMf_Pos11,0,1262,
4/12/24,16:57:06,046,7,SMf1_Abr,9,SMf_Abr11,SMf_Pos14,0,1224,
4/12/24,16:57:06,046,7,SMf1_Abr,10,SMf_Abr9,y21,0,2909,b
4/12/24,16:57:06,046,7,SMf1_Abr,11,SMf_Abr7,h13,0,1427,b
4/12/24,16:57:06,046,7,SMf1_Abr,12,SMf_Abr5,SMf_Pos12,0,2392,
4/15/24,16:52:31,009,1,SMf1Practice,1,achtung,0,0,1700,Attention!
4/15/24,16:52:31,009,1,SMf1Practice,2,SMf1_P_T1,0,0,2800,a
4/15/24,16:52:31,009,1,SMf1Practice,3,SMf1_P_T2,0,0,2800,i
4/15/24,16:52:31,009,1,SMf1Practice,4,SMf1_P_T3,0,0,2800,u
4/15/24,16:52:31,009,2,SMf1Practice_Abr,1,SMf1_P_Abr1,SMf_Pos9,1,1478,
4/15/24,16:52:31,009,2,SMf1Practice_Abr,2,SMf1_P_Abr2,i12,1,1987,u
4/15/24,16:52:31,009,2,SMf1Practice_Abr,3,SMf1_P_Abr3,SMf_Pos12,1,1555,
4/15/24,16:52:31,009,3,SMf1,1,achtung,0,0,1700,Attention!
4/15/24,16:52:31,009,3,SMf1,2,SMf1_T1,0,0,2800,b
4/15/24,16:52:31,009,3,SMf1,3,SMf1_T2,0,0,2800,m
4/15/24,16:52:31,009,3,SMf1,4,SMf1_T3,0,0,2800,k
4/15/24,16:52:31,009,3,SMf1,5,SMf1_T4,0,0,2800,c
4/15/24,16:52:31,009,3,SMf1,6,SMf1_T5,0,0,2800,y
4/15/24,16:52:31,009,3,SMf1,7,SMf1_T6,0,0,2800,h
4/15/24,16:52:31,009,3,SMf1,8,SMf1_T7,0,0,2800,x
4/15/24,16:52:31,009,3,SMf1,9,SMf1_T8,0,0,2800,p
4/15/24,16:52:31,009,3,SMf1,10,SMf1_T9,0,0,2800,t
4/15/24,16:52:31,009,3,SMf1,11,SMf1_T10,0,0,2800,d
4/15/24,16:52:31,009,3,SMf1,12,SMf1_T11,0,0,2800,q
4/15/24,16:52:31,009,3,SMf1,13,SMf1_T12,0,0,2800,v
4/15/24,16:52:31,009,4,prac_nc,1,blank_1st,0,0,1500,0
4/15/24,16:52:31,009,4,prac_nc,2,pract_nc_correct,38,1,6177,438            438
4/15/24,16:52:31,009,4,prac_nc,3,blank3,0,0,788,0
4/15/24,16:52:31,009,4,prac_nc,4,pract_nc_incorrect,30,1,1804,658331            656331
4/15/24,16:52:31,009,4,prac_nc,5,blank7,0,0,1259,0
4/15/24,16:52:31,009,4,prac_nc,6,pract_nc_correct,38,1,1075,659            659
4/15/24,16:52:31,009,4,prac_nc,7,blank5,0,0,1024,0
4/15/24,16:52:31,009,4,prac_nc,8,pract_nc_incorrect,30,1,2522,4821459            4814259
4/15/24,16:52:31,009,4,prac_nc,9,blank2,0,0,671,0
4/15/24,16:52:31,009,4,prac_nc,10,pract_nc_incorrect,30,1,1483,73845            73855
4/15/24,16:52:31,009,4,prac_nc,11,blank9,0,0,1494,0
4/15/24,16:52:31,009,4,prac_nc,12,pract_nc_correct,38,1,902,1624            1624
4/15/24,16:52:31,009,5,test_nc1,1,blank_1st,0,0,1500,0
4/15/24,16:52:31,009,5,test_nc1,2,numb_comp1,38,0,1371,84470088            84470088
4/15/24,16:52:31,009,5,test_nc1,3,blank2,0,0,671,0
4/15/24,16:52:31,009,5,test_nc1,4,numb_comp1,38,0,967,822813            821713
4/15/24,16:52:31,009,5,test_nc1,5,blank5,0,0,1024,0
4/15/24,16:52:31,009,5,test_nc1,6,numb_comp1,38,0,1350,167390            167390
4/15/24,16:52:31,009,5,test_nc1,7,blank5,0,0,1024,0
4/15/24,16:52:31,009,5,test_nc1,8,numb_comp1,38,0,3180,3373597617            3373597617
4/15/24,16:52:31,009,5,test_nc1,9,blank6,0,0,1141,0
4/15/24,16:52:31,009,5,test_nc1,10,numb_comp1,38,0,936,869            869
4/15/24,16:52:31,009,5,test_nc1,11,blank2,0,0,671,0
4/15/24,16:52:31,009,5,test_nc1,12,numb_comp1,38,0,3190,946154158            946154158
4/15/24,16:52:31,009,5,test_nc1,13,blank4,0,0,906,0
4/15/24,16:52:31,009,5,test_nc1,14,numb_comp1,30,0,3163,744597632877            744598742877
4/15/24,16:52:31,009,5,test_nc1,15,blank3,0,0,788,0
4/15/24,16:52:31,009,5,test_nc1,16,numb_comp1,30,0,1703,7433615            7432515
4/15/24,16:52:31,009,5,test_nc1,17,blank3,0,0,788,0
4/15/24,16:52:31,009,5,test_nc1,18,numb_comp1,30,0,1008,76672            76572
4/15/24,16:52:31,009,5,test_nc1,19,blank8,0,0,1376,0
4/15/24,16:52:31,009,5,test_nc1,20,numb_comp1,38,0,2910,63038506            63038506
4/15/24,16:52:31,009,5,test_nc1,21,blank5,0,0,1024,0
4/15/24,16:52:31,009,5,test_nc1,22,numb_comp1,30,0,4275,338242381215            338242381215
4/15/24,16:52:31,009,5,test_nc1,23,blank7,0,0,1259,0
4/15/24,16:52:31,009,5,test_nc1,24,numb_comp1,30,0,2588,17093622            17092522
4/15/24,16:52:31,009,5,test_nc1,25,blank10,0,0,1612,0
4/15/24,16:52:31,009,5,test_nc1,26,numb_comp1,30,0,1565,89994            89984
4/15/24,16:52:31,009,5,test_nc1,27,blank6,0,0,1141,0
4/15/24,16:52:31,009,5,test_nc1,28,numb_comp1,30,0,1045,8946221            8946111
4/15/24,16:52:31,009,5,test_nc1,29,blank1,0,0,553,0
4/15/24,16:52:31,009,5,test_nc1,30,numb_comp1,30,0,1516,411205238            412315238
4/15/24,16:52:31,009,5,test_nc1,31,blank4,0,0,906,0
4/15/24,16:52:31,009,5,test_nc1,32,numb_comp1,30,0,928,160            161
4/15/24,16:52:31,009,5,test_nc1,33,blank9,0,0,1494,0
4/15/24,16:52:31,009,5,test_nc1,34,numb_comp1,38,0,3524,96680137317            96680137317
4/15/24,16:52:31,009,5,test_nc1,35,blank10,0,0,1612,0
4/15/24,16:52:31,009,5,test_nc1,36,numb_comp1,38,0,2374,100453190            100453190
4/15/24,16:52:31,009,5,test_nc1,37,blank4,0,0,906,0
4/15/24,16:52:31,009,5,test_nc1,38,numb_comp1,30,0,3318,3633616033            3633627133
4/15/24,16:52:31,009,5,test_nc1,39,blank9,0,0,1494,0
4/15/24,16:52:31,009,5,test_nc1,40,numb_comp1,38,0,3573,674722052809            674722052809
4/15/24,16:52:31,009,5,test_nc1,41,blank1,0,0,553,0
4/15/24,16:52:31,009,5,test_nc1,42,numb_comp1,30,0,1449,4803720325            4802610325
4/15/24,16:52:31,009,5,test_nc1,43,blank8,0,0,1376,0
4/15/24,16:52:31,009,5,test_nc1,44,numb_comp1,30,0,1412,98514271399            98403271399
4/15/24,16:52:31,009,5,test_nc1,45,blank9,0,0,1494,0
4/15/24,16:52:31,009,5,test_nc1,46,numb_comp1,38,0,2556,4194957            4194957
4/15/24,16:52:31,009,5,test_nc1,47,blank4,0,0,906,0
4/15/24,16:52:31,009,5,test_nc1,48,numb_comp1,38,0,1277,79948            79948
4/15/24,16:52:31,009,5,test_nc1,49,blank6,0,0,1141,0
4/15/24,16:52:31,009,5,test_nc1,50,numb_comp1,30,0,961,754            755
4/15/24,16:52:31,009,5,test_nc1,51,blank7,0,0,1259,0
4/15/24,16:52:31,009,5,test_nc1,52,numb_comp1,30,0,1406,6841            6851
4/15/24,16:52:31,009,5,test_nc1,53,blank2,0,0,671,0
4/15/24,16:52:31,009,5,test_nc1,54,numb_comp1,30,0,2944,951448201163            951448201173
4/15/24,16:52:31,009,5,test_nc1,55,blank7,0,0,1259,0
4/15/24,16:52:31,009,5,test_nc1,56,numb_comp1,38,0,1137,8662            8662
4/15/24,16:52:31,009,5,test_nc1,57,blank9,0,0,1494,0
4/15/24,16:52:31,009,5,test_nc1,58,numb_comp1,38,0,709,851            851
4/15/24,16:52:31,009,5,test_nc1,59,blank10,0,0,1612,0
4/15/24,16:52:31,009,5,test_nc1,60,numb_comp1,30,0,3006,63032049608            63020949608
4/15/24,16:52:31,009,5,test_nc1,61,blank5,0,0,1024,0
4/15/24,16:52:31,009,5,test_nc1,62,numb_comp1,38,0,2062,7379311            7379311
4/15/24,16:52:31,009,5,test_nc1,63,blank6,0,0,1141,0
4/15/24,16:52:31,009,5,test_nc1,64,numb_comp1,30,0,1242,996663            996553
4/15/24,16:52:31,009,5,test_nc1,65,blank7,0,0,1259,0
4/15/24,16:52:31,009,5,test_nc1,66,numb_comp1,30,0,1715,21153530            21153420
4/15/24,16:52:31,009,5,test_nc1,67,blank3,0,0,788,0
4/15/24,16:52:31,009,5,test_nc1,68,numb_comp1,38,0,860,9013            9013
4/15/24,16:52:31,009,5,test_nc1,69,blank2,0,0,671,0
4/15/24,16:52:31,009,5,test_nc1,70,numb_comp1,38,0,4517,92389075844            92389075844
4/15/24,16:52:31,009,5,test_nc1,71,blank8,0,0,1376,0
4/15/24,16:52:31,009,5,test_nc1,72,numb_comp1,30,0,1191,6318            6418
4/15/24,16:52:31,009,5,test_nc1,73,blank10,0,0,1612,0
4/15/24,16:52:31,009,5,test_nc1,74,numb_comp1,38,0,1004,62056            62056
4/15/24,16:52:31,009,5,test_nc1,75,blank3,0,0,788,0
4/15/24,16:52:31,009,5,test_nc1,76,numb_comp1,30,0,2474,168659794            168660904
4/15/24,16:52:31,009,5,test_nc1,77,blank1,0,0,553,0
4/15/24,16:52:31,009,5,test_nc1,78,numb_comp1,38,0,1173,658697            658697
4/15/24,16:52:31,009,5,test_nc1,79,blank8,0,0,1376,0
4/15/24,16:52:31,009,5,test_nc1,80,numb_comp1,38,0,3508,2243565304            2243565304
4/15/24,16:52:31,009,6,test_nc2,1,blank_1st,0,0,1500,0
4/15/24,16:52:31,009,6,test_nc2,2,numb_comp2,30,0,1190,610459            611559
4/15/24,16:52:31,009,6,test_nc2,3,blank4,0,0,906,0
4/15/24,16:52:31,009,6,test_nc2,4,numb_comp2,38,0,1264,75538            75538
4/15/24,16:52:31,009,6,test_nc2,5,blank1,0,0,553,0
4/15/24,16:52:31,009,6,test_nc2,6,numb_comp2,38,0,918,2089            2089
4/15/24,16:52:31,009,6,test_nc2,7,blank1,0,0,553,0
4/15/24,16:52:31,009,6,test_nc2,8,numb_comp2,38,0,1081,155121            155121
4/15/24,16:52:31,009,6,test_nc2,9,blank7,0,0,1259,0
4/15/24,16:52:31,009,6,test_nc2,10,numb_comp2,38,0,1481,1981094            1981094
4/15/24,16:52:31,009,6,test_nc2,11,blank8,0,0,1376,0
4/15/24,16:52:31,009,6,test_nc2,12,numb_comp2,30,0,1923,69960347            69960457
4/15/24,16:52:31,009,6,test_nc2,13,blank4,0,0,906,0
4/15/24,16:52:31,009,6,test_nc2,14,numb_comp2,30,0,2774,29792117073            29792105973
4/15/24,16:52:31,009,6,test_nc2,15,blank8,0,0,1376,0
4/15/24,16:52:31,009,6,test_nc2,16,numb_comp2,38,0,1890,278233            278233
4/15/24,16:52:31,009,6,test_nc2,17,blank9,0,0,1494,0
4/15/24,16:52:31,009,6,test_nc2,18,numb_comp2,30,0,965,24068            24168
4/15/24,16:52:31,009,6,test_nc2,19,blank3,0,0,788,0
4/15/24,16:52:31,009,6,test_nc2,20,numb_comp2,38,0,3077,4215469941            4215469941
4/15/24,16:52:31,009,6,test_nc2,21,blank7,0,0,1259,0
4/15/24,16:52:31,009,6,test_nc2,22,numb_comp2,38,0,2777,897529167144            897529167144
4/15/24,16:52:31,009,6,test_nc2,23,blank10,0,0,1612,0
4/15/24,16:52:31,009,6,test_nc2,24,numb_comp2,38,0,1626,391317180            391317180
4/15/24,16:52:31,009,6,test_nc2,25,blank9,0,0,1494,0
4/15/24,16:52:31,009,6,test_nc2,26,numb_comp2,30,0,865,696            695
4/15/24,16:52:31,009,6,test_nc2,27,blank1,0,0,553,0
4/15/24,16:52:31,009,6,test_nc2,28,numb_comp2,30,0,1319,9450584455            9461684455
4/15/24,16:52:31,009,6,test_nc2,29,blank6,0,0,1141,0
4/15/24,16:52:31,009,6,test_nc2,30,numb_comp2,30,0,1546,619165564            619164454
4/15/24,16:52:31,009,6,test_nc2,31,blank2,0,0,671,0
4/15/24,16:52:31,009,6,test_nc2,32,numb_comp2,38,0,1591,762115347            762115347
4/15/24,16:52:31,009,6,test_nc2,33,blank8,0,0,1376,0
4/15/24,16:52:31,009,6,test_nc2,34,numb_comp2,30,0,1363,8197739            8197849
4/15/24,16:52:31,009,6,test_nc2,35,blank10,0,0,1612,0
4/15/24,16:52:31,009,6,test_nc2,36,numb_comp2,38,0,921,92739            92739
4/15/24,16:52:31,009,6,test_nc2,37,blank2,0,0,671,0
4/15/24,16:52:31,009,6,test_nc2,38,numb_comp2,30,0,1376,55824            55834
4/15/24,16:52:31,009,6,test_nc2,39,blank4,0,0,906,0
4/15/24,16:52:31,009,6,test_nc2,40,numb_comp2,38,0,2978,6168121946            6168121946
4/15/24,16:52:31,009,6,test_nc2,41,blank3,0,0,788,0
4/15/24,16:52:31,009,6,test_nc2,42,numb_comp2,30,0,878,1048            1038
4/15/24,16:52:31,009,6,test_nc2,43,blank6,0,0,1141,0
4/15/24,16:52:31,009,6,test_nc2,44,numb_comp2,38,0,2939,16761296358            16761296358
4/15/24,16:52:31,009,6,test_nc2,45,blank4,0,0,906,0
4/15/24,16:52:31,009,6,test_nc2,46,numb_comp2,30,0,2979,628605363062            628605473062
4/15/24,16:52:31,009,6,test_nc2,47,blank10,0,0,1612,0
4/15/24,16:52:31,009,6,test_nc2,48,numb_comp2,30,0,3876,657973458            657962358
4/15/24,16:52:31,009,6,test_nc2,49,blank3,0,0,788,0
4/15/24,16:52:31,009,6,test_nc2,50,numb_comp2,38,0,2057,74246568316            74246568316
4/15/24,16:52:31,009,6,test_nc2,51,blank5,0,0,1024,0
4/15/24,16:52:31,009,6,test_nc2,52,numb_comp2,38,0,890,482            482
4/15/24,16:52:31,009,6,test_nc2,53,blank8,0,0,1376,0
4/15/24,16:52:31,009,6,test_nc2,54,numb_comp2,30,0,2061,904679492412            904679492402
4/15/24,16:52:31,009,6,test_nc2,55,blank7,0,0,1259,0
4/15/24,16:52:31,009,6,test_nc2,56,numb_comp2,38,0,1612,18676209            18676209
